-6.2301630	-6.4882417	-0.7420438	-7.0973095301
-2.0011484	-3.5092271	-4.2630292	4.1944518337
-6.5709972	1.6205365	-4.3140483	31.4775074232
9.5007663	5.4926877	1.6769561	18.5857126823
9.8529599	3.8770833	2.6102436	17.0461477369
-4.4289939	-7.4835382	-0.8902633	-2.4832868366
1.2633410	-3.2447377	4.5014602	3.0087619579
10.6640618	0.8879532	-2.8701590	-5.4898548212
-4.5137963	-5.2718750	-4.2756771	-1.3346049817
5.5264108	7.5183322	0.3304798	8.0118469232
-5.7359619	-5.2440405	-3.4978427	-12.0466493859
-2.8942205	-6.1145498	3.0410716	1.5305632266
-1.1550745	-6.4735584	-2.4773606	2.2416944148
8.2724038	2.7643251	3.6316481	-1.4614459324
6.1740764	-5.6296494	1.9384733	-6.4969637132
1.6352095	-6.5911614	1.3582193	1.1216095429
6.9112750	-5.3227283	2.3654720	-8.7822369605
6.0171573	-0.3645498	3.2552765	-15.9999897083
1.0945896	5.7705584	-4.6183519	5.1701368447
0.2711511	1.1354502	4.7592703	6.7890296571
9.1662830	-5.8080513	-2.5890984	1.0086925001
0.0478214	-0.8893217	4.3345915	5.9130770958
-5.9947828	-1.7528614	-5.6183519	22.2958348858
-3.0491551	-5.3212033	3.4566408	0.9956002325
6.0121269	7.0040483	-2.1183519	10.7315688356
-9.4285634	-4.3889287	-0.8762056	-19.3067768197
-5.4093494	3.3575861	-3.7320903	11.3137185901
0.0094362	-7.4986424	-1.5024446	5.6250005681
11.4227846	1.6931817	-2.3826436	4.9376298804
-9.1592755	-4.6379283	-3.9186001	-34.3493749295
-9.1064712	-2.8645498	3.7601978	5.7318238381
-0.5918038	-5.8249277	3.6596442	1.4504330366
3.6640608	-0.3471153	3.4086430	-12.8338274103
-11.0818299	4.6285146	-0.6044689	2.0563098069
-10.1475679	2.8641697	-3.9441894	8.1653479262
-11.1851698	-0.1538806	1.8816481	2.3415701168
13.9107913	-1.5878695	1.8980296	-21.0269400850
-9.0321876	1.6979449	4.4744566	8.8860374653
11.4491013	1.9959607	2.9921585	22.9211885261
3.8566050	8.0522156	-1.8973372	9.0010207197
0.1263792	-3.1492762	-4.4777110	4.0171951464
-10.6064712	-1.1563015	3.0364442	5.7978204755
8.5930360	-3.3645498	3.2664380	-13.4747341728
5.3935288	4.0101738	-3.2436284	-1.4088685168
9.4428683	0.9040687	-3.2855596	-8.0883596028
-10.3072826	0.4119660	-4.0721245	-12.5256213093
13.1912952	-2.0888943	2.4247895	-24.8886246019
2.6435288	-4.4920744	2.6316481	-5.0675991348
-7.3683345	-0.8501151	6.6609653	1.3678163507
-9.9035411	1.6146495	-3.9541736	2.9940104215
4.3526642	8.0485483	-1.8683519	9.8046364150
-11.2196538	-2.4174111	-1.3973922	-22.5023032837
-10.0275776	4.3854502	-3.2894584	8.6536713205
-9.8564712	-3.1145498	3.2967612	6.7126649268
-11.4788844	-1.9251103	1.8816481	3.5377174976
-9.3466687	-1.8510110	-5.6172371	-10.9441278827
2.3935288	0.5837037	-4.1985332	-2.0598373952
2.6558070	-3.1061690	3.1352560	-7.0297622132
5.0184087	7.7603301	-2.1183519	10.6681601317
11.2147930	-0.8089670	-3.0245042	-17.5258507408
9.1966649	1.4048990	-3.2803397	-8.0254296294
-0.0252599	-0.5721202	4.4628594	6.4256469946
-7.5942694	0.9066273	-5.3740319	31.4907565614
-0.4131062	-4.3843696	-3.4591234	2.6162242088
-6.6611303	0.6197564	7.0558540	4.5955014171
12.3294219	3.0237305	2.1131273	43.8611187924
-5.1064712	-2.0774700	-4.7836106	14.3623181075
13.4008605	-0.3599490	2.8847883	-10.0303381049
7.6401806	4.6363563	-2.3796641	2.1877737945
8.6332830	-6.3692489	-2.1268036	3.6021731900
1.9800457	-2.0764769	3.4681649	-3.3513690093
8.7182625	0.4500337	3.7363874	-7.6835653661
-8.2713854	-2.5731314	5.6316481	3.7183146164
-11.4397942	-2.1337799	-2.9190474	-32.1301828062
-11.0635365	-2.8356506	-1.3399127	-22.5067909466
-11.7834801	3.6354502	-1.0816005	2.4587784753
-3.0876424	0.6375720	-5.1217061	12.4710746806
-10.8564712	3.2362200	3.7324178	9.4599943795
-6.3428421	-1.5913698	-5.8449208	23.7676435561
-3.1064712	6.3854502	-2.2226347	6.9652146760
-0.7670194	-7.5250980	-0.3227722	2.5820831311
-9.4012536	-0.6391803	-5.4756144	-2.1571660379
-3.3049208	1.1673704	6.4298845	2.0488232204
-11.5352120	-2.5644308	1.1766464	1.0965535449
-3.6504579	-0.8816550	7.3105157	1.1096746397
-9.2583844	1.4835370	4.3816481	8.5704930264
5.6709537	3.4071262	3.4198293	-1.9672159214
-0.3679382	0.4221989	-5.1392517	7.2255709394
-7.1049416	6.1374296	2.3823474	3.5157448723
-9.3104748	5.2226417	2.2188395	4.1810265679
-10.4521555	-2.6534221	3.1316481	6.7670937712
11.3935288	-2.7500678	2.6316481	-22.6925494915
8.6088140	-3.1338363	3.3187743	-13.7831118174
1.4315353	-3.3421143	4.3961096	2.3436351456
2.1435288	2.2269078	-4.5268944	2.5688916955
-8.7789804	5.6354502	-1.0408611	2.7916581409
-11.2147387	-0.3925767	-0.9336131	-9.8835761527
-5.4762951	-1.7343737	-5.2381759	21.7449384552
10.7855948	-5.1145498	-1.8683519	0.0698845895
9.5962761	2.3748513	3.1095646	8.5445928932
-10.2578470	-1.0617658	-5.0197278	-18.2852167075
0.7042677	-2.5005148	-5.0043170	4.1404437178
1.6010627	-3.6362940	4.2630845	1.6214161676
6.5187999	6.7607213	-1.2430809	10.7763104681
2.4701572	-0.5521386	3.2288103	-7.4433945186
2.6875850	7.2191145	2.9653123	7.4540662580
-1.9945677	4.3854502	-4.2564485	5.9520403878
8.1435288	-4.9904314	-3.2442335	-6.0722967876
-6.6064712	5.2552200	4.0014179	8.0378558146
-0.2321644	-6.9902430	1.5059549	-0.0615388747
12.4464195	-2.5657483	-1.8494842	-25.1097921053
8.1649914	5.1841714	-1.8857267	7.6289884393
-10.8652871	-2.1221067	2.8855933	6.2195481882
1.1744787	5.9583624	-4.3683519	4.6305284963
6.1815214	-3.8395131	3.2118235	-15.7885565705
2.6156705	-6.1192518	-2.6280586	7.9985841932
4.7013641	6.9671641	2.4219188	5.8089869670
10.6430986	-4.6125293	1.6314034	-5.1665808484
11.1238999	3.8829742	-0.0961657	36.4201616030
-2.0540909	0.1845133	6.6556367	5.2403382421
-6.6101222	-5.3655016	-1.3709383	-16.7643633498
1.5136877	-5.7443910	2.7518069	-1.3550452000
-5.0923057	0.1417532	-5.1240894	29.5126990518
