-6.6425291	-0.1233429	-5.2495033	7.7015356303
-2.4563758	4.4884769	-3.4251698	1.6749998671
-8.8341799	5.9073867	-1.2701693	2.1923450184
3.2318737	7.7595227	1.2674469	0.9516910485
-3.3316619	3.7384769	-4.0958081	3.2364629348
12.0440799	0.3132661	-2.4995033	-16.1800083175
-7.3138111	4.4695884	-3.5519528	4.8483558682
-11.7973228	1.9781386	-0.0095610	7.1514130934
0.0406173	2.5305080	-5.1555145	4.7076717425
10.2481674	-5.7097664	-2.2037043	13.1718434266
12.9692907	-3.1712316	-1.1592118	39.4623406502
-9.0307093	5.8481146	-0.6398655	1.2365058094
6.1096934	6.9491512	-1.9995033	5.6340542115
4.5114163	6.0151083	4.0382346	3.7215463394
-6.4256241	7.4884769	-1.3944181	4.8366587674
-6.5307093	-0.9633232	6.5914301	-5.6525672932
8.5352113	-3.4636322	3.3385049	-7.3956726178
-7.5119545	3.0150454	4.0093834	4.8291428172
14.1278725	0.9458125	-0.5246611	-18.0051137812
-4.7987505	4.7321704	4.4709791	6.8816041429
1.7645156	5.5469030	4.3279655	6.1390355377
5.0339025	8.0771887	-1.2034852	6.3949596108
-2.9724483	2.7757839	3.8294131	1.4677873126
5.4692907	-5.6596574	-3.3976376	1.8626641529
-10.6414868	2.6276994	3.6397192	5.7186507466
1.2465879	4.2612014	-5.4654128	5.2208158776
-1.7857882	3.2587426	-4.5024184	3.3526445231
-10.5451375	-5.2627347	1.0121682	-22.2755358434
-0.3463327	2.7143212	-5.1157506	4.8367736293
2.2516924	-6.1862687	-2.9537694	8.7794044783
5.4692907	-1.8964469	3.1155729	-18.4250357272
2.4692907	6.4884769	-3.1008853	1.1957817087
-9.0175511	-5.2479251	-1.2384231	-24.8124737835
1.8475811	-6.1332327	1.1287871	-0.9313163071
-10.3228035	-1.7708556	-3.2747185	16.4091546834
2.7192907	0.7384769	-4.3476491	-3.8217403490
3.4355107	6.9745007	3.4703177	3.7229596036
4.0475388	0.0562917	-4.1495842	-11.9621943643
13.3235408	-1.5115231	-1.7495033	12.5679361786
7.9355026	-6.0312397	-2.5262937	6.0528212868
-0.8983379	-7.1291517	0.1328681	-0.3530986358
-10.5307093	-1.5518839	3.4112210	-24.8265994521
2.4692907	3.6844816	-4.8636496	2.3736946755
10.2192907	-6.6101706	-0.7944335	17.1854207262
